Obra;Grupo Orçamentário;Cód. Estruturado;Cód. Item;Descrição Item;Unid.;Categoria; Qtde. Insumo ; Custo Insumo ; Total Orçado ;Tipo
OBR;Protecao poco do elevador - Fase 3: Fechamento para alvenaria;01060100703OBR;2614;Madeirite chapa compensada fenolica 1,10 x 2,20 m 12 mm;UN;Madeira; 19,45 ; 97,52 ; 1.897,09 ;Geral
OBR;Mobilizacao de Perfuratriz leve para Estaca Helice Continua;01070100101OBR;183;Mobilizacao de perfuratriz leve para estaca helice continua;UN;Mão de Obra de Contenção e Fundação; 1,00 ; 11.649,80 ; 11.649,80 ;Geral
OBR;Estaca helice continua - DN 20 cm (furacao) - servico por metro;01070100201OBR;10032;Furacao de estaca helice continua DN20 cm;M;Mão de Obra de Contenção e Fundação; 177,00 ; 40,27 ; 7.127,51 ;Geral
OBR;Estaca helice continua - DN 30 cm (furacao) - servico por metro;01070100301OBR;175;Furacao de estaca helice continua DN30 cm;M;Mão de Obra de Contenção e Fundação; 678,00 ; 61,22 ; 41.506,94 ;Geral
OBR;Arrasamento de estacas - DN 20 cm;01070100601OBR;10033;Arrasamento de estacas DN 20 cm;UN;Mão de Obra de Contenção e Fundação; 45,00 ; 49,83 ; 2.242,33 ;Geral
OBR;Arrasamento de estacas - DN 30 cm;01070100603OBR;1162;Arrasamento de estacas DN 30 cm;UN;Mão de Obra de Contenção e Fundação; 110,00 ; 74,94 ; 8.243,59 ;Geral
OBR;Concreto usinado - 30 MPa - brita 0 - slump 24+-2 (helice continua);01070100701OBR;616;Concreto usinado Fck 30 MPa brita 0 slump 24+-2 C=400 kg/m³;M3;Concreto Usinado; 58,30 ; 482,56 ; 28.133,52 ;Geral
OBR;Bomba lanca - horario comercial - Curitiba;01070100702OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado; 53,00 ; 37,66 ; 1.996,06 ;Geral
OBR;Concreto usinado - Adicional metro cubico faltante;01070100704OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado; 5,00 ; 127,25 ; 636,24 ;Geral
OBR;Bomba lanca - Adicional de metro cubico faltante;01070100705OBR;10301;Bomba lanca - adicional metro cubico;M3;Concreto Usinado; 5,00 ; 40,25 ; 201,25 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 16 mm - somente material;01070100801OBR;966;Barra de aco CA50 16 mm barra 12 m;BAR;Aço e Acessórios; 293,18 ; 150,11 ; 44.008,98 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 16 mm - somente material;01070100801OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 166,47 ; 15,08 ; 2.511,13 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 6.3 mm - somente material;01070100802OBR;969;Barra de aco CA50 6,3 mm barra 12 m;BAR;Aço e Acessórios; 397,58 ; 23,83 ; 9.474,56 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 6.3 mm - somente material;01070100802OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 33,41 ; 15,08 ; 503,96 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 73,50 ; 38,17 ; 2.805,23 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;975;Barra de aco CA60 5 mm barra 12 m;BAR;Aço e Acessórios; 85,91 ; 16,65 ; 1.430,58 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;964;Barra de aco CA50 10 mm barra 12 m;BAR;Aço e Acessórios; 91,89 ; 56,44 ; 5.186,04 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;1154;Mao de obra de muro fundacao estacas e vigas baldrame;M;Mão de Obra de Contenção e Fundação; 220,51 ; 69,00 ; 15.215,19 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;604;Concreto usinado Fck 25 MPa brita 0 slump 10+-2;M3;Concreto Usinado; 19,27 ; 409,53 ; 7.892,68 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 762,08 ; 4,44 ; 3.384,55 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 211,69 ; 13,85 ; 2.931,83 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070100901OBR;2615;Madeirite chapa compensada fenolica 1,10 x 2,20 m 10 mm;UN;Madeira; 64,15 ; 52,23 ; 3.350,18 ;Geral
OBR;Concreto usinado - 30 MPa - brita 0 - slump 24+-2 (helice continua);01070101301OBR;616;Concreto usinado Fck 30 MPa brita 0 slump 24+-2 C=400 kg/m³;M3;Concreto Usinado; 22,33 ; 482,56 ; 10.775,67 ;Geral
OBR;Bomba lanca - horario comercial - Curitiba;01070101302OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado; 20,30 ; 37,66 ; 764,53 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 12.5 mm - somente material;01070101401OBR;965;Barra de aco CA50 12,5 mm barra 12 m;BAR;Aço e Acessórios; 146,61 ; 88,63 ; 12.993,65 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 12.5 mm - somente material;01070101401OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 50,69 ; 15,08 ; 764,59 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 10 mm - somente material;01070101402OBR;964;Barra de aco CA50 10 mm barra 12 m;BAR;Aço e Acessórios; 42,18 ; 56,44 ; 2.380,40 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 10 mm - somente material;01070101402OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 9,62 ; 15,08 ; 145,11 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 8 mm - somente material;01070101403OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 54,98 ; 38,17 ; 2.098,43 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 8 mm - somente material;01070101403OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 7,92 ; 15,08 ; 119,47 ;Geral
OBR;Mao de obra para execucao de blocos de concreto - Muro de arrimo;01070200101OBR;1142;Execucao muro de arrimo de flexao - blocos de concreto - contraforte;M2;Mão de Obra de Contenção e Fundação; 189,08 ; 1,89 ; 358,17 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 78,83 ; 38,17 ; 3.008,99 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;975;Barra de aco CA60 5 mm barra 12 m;BAR;Aço e Acessórios; 92,15 ; 16,65 ; 1.534,50 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;964;Barra de aco CA50 10 mm barra 12 m;BAR;Aço e Acessórios; 98,56 ; 56,44 ; 5.562,73 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;1154;Mao de obra de muro fundacao estacas e vigas baldrame;M;Mão de Obra de Contenção e Fundação; 236,53 ; 69,00 ; 16.320,36 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;604;Concreto usinado Fck 25 MPa brita 0 slump 10+-2;M3;Concreto Usinado; 20,67 ; 409,53 ; 8.465,97 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 817,44 ; 4,44 ; 3.630,39 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 227,07 ; 13,85 ; 3.144,79 ;Geral
OBR;Muro em bloco de concreto - e: 15 cm - baldrame e estaca - concreto usinado;01070200102OBR;2615;Madeirite chapa compensada fenolica 1,10 x 2,20 m 10 mm;UN;Madeira; 68,81 ; 52,23 ; 3.593,52 ;Geral
OBR;Drenagem de muro de arrimo com manta geocomposta e tubo dreno - Servico de execucao drenagem em manta geocomposta para muro de arrimo;01070200301OBR;1138;Execucao de drenagem em manta geocomposta para muro de arrimo;M2;Mão de Obra de Contenção e Fundação; 189,08 ; 6,36 ; 1.202,45 ;Geral
OBR;Mobilizacao de Perfuratriz leve para Estaca Helice Continua;01070300102OBR;183;Mobilizacao de perfuratriz leve para estaca helice continua;UN;Mão de Obra de Contenção e Fundação; 1,00 ; 11.649,80 ; 11.649,80 ;Geral
OBR;Locacao de estacas - gabarito continuo;01070300103OBR;1126;Montagem de gabarito para locacao de estacas;M;Mão de Obra de Contenção e Fundação; 117,80 ; 9,20 ; 1.083,76 ;Geral
OBR;Locacao de estacas - gabarito continuo;01070300103OBR;9048;Linha nylon pedreiro 0,80 mm x 100 m;UN;Ferramentas; 11,78 ; 18,73 ; 220,68 ;Geral
OBR;Locacao de estacas - gabarito continuo;01070300103OBR;2877;"Ripa de pinus 1"" x 3"" x 3,0 m";UN;Madeira; 39,26 ; 6,95 ; 272,69 ;Geral
OBR;Locacao de estacas - gabarito continuo;01070300103OBR;2884;"Caibro pinus 3"" x 3"" 3,0 m";UN;Madeira; 26,18 ; 21,23 ; 555,72 ;Geral
OBR;Estaca helice continua - DN 40 cm (furacao) - servico por metro;01080100101OBR;176;Furacao de estaca helice continua DN40 cm;M;Mão de Obra de Contenção e Fundação; 90,00 ; 56,95 ; 5.125,45 ;Geral
OBR;Estaca helice continua - DN 50 cm (furacao) - servico por metro;01080100201OBR;177;Furacao de estaca helice continua DN50 cm;M;Mão de Obra de Contenção e Fundação; 725,00 ; 72,60 ; 52.631,97 ;Geral
OBR;Estaca helice continua - DN 60 cm (furacao) - servico por metro;01080100301OBR;178;Furacao de estaca helice continua DN60 cm;M;Mão de Obra de Contenção e Fundação; 540,00 ; 111,91 ; 60.430,75 ;Geral
OBR;Arrasamento de estacas - DN 40 cm;01080100501OBR;1163;Arrasamento de estacas DN 40 cm;UN;Mão de Obra de Contenção e Fundação; 14,00 ; 67,56 ; 945,88 ;Geral
OBR;Arrasamento de estacas - DN 50 cm;01080100502OBR;1164;Arrasamento de estacas DN 50 cm;UN;Mão de Obra de Contenção e Fundação; 47,00 ; 71,01 ; 3.337,59 ;Geral
OBR;Arrasamento de estacas - DN 60 cm;01080100503OBR;1165;Arrasamento de estacas DN 60 cm;UN;Mão de Obra de Contenção e Fundação; 36,00 ; 77,17 ; 2.777,94 ;Geral
OBR;Concreto usinado - 30 MPa - brita 0 - slump 24+-2 (helice continua) - com bomba estacionaria (sem perdas);01080100601OBR;616;Concreto usinado Fck 30 MPa brita 0 slump 24+-2 C=400 kg/m³;M3;Concreto Usinado; 417,00 ; 482,56 ; 201.229,44 ;Geral
OBR;Bomba lanca - horario comercial - Curitiba;01080100602OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado; 417,00 ; 37,66 ; 15.704,88 ;Geral
OBR;Concreto usinado - Adicional metro cubico faltante;01080100604OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado; 10,00 ; 127,25 ; 1.272,48 ;Geral
OBR;Bomba lanca - Adicional de metro cubico faltante;01080100605OBR;10301;Bomba lanca - adicional metro cubico;M3;Concreto Usinado; 10,00 ; 40,25 ; 402,50 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 16 mm - Espacador tipo rolete (50 mm) - somente material;01080100701OBR;966;Barra de aco CA50 16 mm barra 12 m;BAR;Aço e Acessórios; 327,87 ; 150,11 ; 49.216,49 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 16 mm - Espacador tipo rolete (50 mm) - somente material;01080100701OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 186,17 ; 15,08 ; 2.808,27 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 10 mm - somente material;01080100702OBR;964;Barra de aco CA50 10 mm barra 12 m;BAR;Aço e Acessórios; 33,57 ; 56,44 ; 1.894,91 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 10 mm - somente material;01080100702OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 7,66 ; 15,08 ; 115,51 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 6.3 mm - somente material;01080100703OBR;969;Barra de aco CA50 6,3 mm barra 12 m;BAR;Aço e Acessórios; 532,73 ; 23,83 ; 12.695,28 ;Geral
OBR;Armadura em barra de aco CA-50 - 12 m - 6.3 mm - somente material;01080100703OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 44,77 ; 15,08 ; 675,28 ;Geral
OBR;Forma para fundacao - com madeirite - bloco coroamento - hmed: 0.7 m - somente material;01080200101OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 749,48 ; 4,44 ; 3.328,58 ;Geral
OBR;Forma para fundacao - com madeirite - bloco coroamento - hmed: 0.7 m - somente material;01080200101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 356,46 ; 13,85 ; 4.936,86 ;Geral
OBR;Forma para fundacao - com madeirite - bloco coroamento - hmed: 0.7 m - somente material;01080200101OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira; 94,42 ; 78,13 ; 7.377,18 ;Geral
OBR;Forma para fundacao - com madeirite - viga baldrame - hmed: 0.4 m - somente material;01080200102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 1.557,36 ; 4,44 ; 6.916,52 ;Geral
OBR;Forma para fundacao - com madeirite - viga baldrame - hmed: 0.4 m - somente material;01080200102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 432,60 ; 13,85 ; 5.991,37 ;Geral
OBR;Forma para fundacao - com madeirite - viga baldrame - hmed: 0.4 m - somente material;01080200102OBR;2612;Madeirite chapa compensada fenolica 1,10 x 2,20 m 14 mm;UN;Madeira; 148,96 ; 78,13 ; 11.638,83 ;Geral
OBR;Concreto usinado - 30 MPa - brita 0 - slump 10+-2 - somente material;01080200201OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado; 169,95 ; 440,93 ; 74.935,78 ;Geral
OBR;Bomba lanca - horario comercial - Curitiba;01080200202OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado; 154,50 ; 37,66 ; 5.818,71 ;Geral
OBR;Armadura em aco CA-60 - 5 mm - corte e dobra industrializado - somente material;01080200301OBR;972;Aco CA60 5 mm;KG;Aço e Acessórios; 151,00 ; 7,43 ; 1.121,78 ;Geral
OBR;Armadura em aco CA-60 - 5 mm - corte e dobra industrializado - somente material;01080200301OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 151,00 ; 0,80 ; 121,05 ;Geral
OBR;Armadura em aco CA-50 - 6.3 mm - corte e dobra industrializado - somente material;01080200302OBR;962;Aco CA50 6,3 mm;KG;Aço e Acessórios; 163,00 ; 6,79 ; 1.105,96 ;Geral
OBR;Armadura em aco CA-50 - 6.3 mm - corte e dobra industrializado - somente material;01080200302OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 163,00 ; 0,80 ; 130,67 ;Geral
OBR;Armadura em aco CA-50 - 8 mm - corte e dobra industrializado - somente material;01080200303OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 2.153,00 ; 0,80 ; 1.725,98 ;Geral
OBR;Armadura em aco CA-50 - 8 mm - corte e dobra industrializado - somente material;01080200303OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 2.153,00 ; 6,88 ; 14.806,18 ;Geral
OBR;Armadura em aco CA-50 - 10 mm - corte e dobra industrializado - somente material;01080200304OBR;957;Aco CA50 10 mm;KG;Aço e Acessórios; 1.423,00 ; 6,67 ; 9.491,41 ;Geral
OBR;Armadura em aco CA-50 - 10 mm - corte e dobra industrializado - somente material;01080200304OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 1.423,00 ; 0,80 ; 1.140,77 ;Geral
OBR;Armadura em aco CA-50 - 12.5 mm - corte e dobra industrializado - somente material;01080200305OBR;958;Aco CA50 12,5 mm;KG;Aço e Acessórios; 5.033,00 ; 6,84 ; 34.443,51 ;Geral
OBR;Armadura em aco CA-50 - 12.5 mm - corte e dobra industrializado - somente material;01080200305OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 5.033,00 ; 0,80 ; 4.034,78 ;Geral
OBR;Armadura em aco CA-50 - 16 mm - corte e dobra industrializado - somente material;01080200306OBR;959;Aco CA50 16 mm;KG;Aço e Acessórios; 659,00 ; 6,96 ; 4.586,43 ;Geral
OBR;Armadura em aco CA-50 - 16 mm - corte e dobra industrializado - somente material;01080200306OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 659,00 ; 0,80 ; 528,30 ;Geral
OBR;Armadura em aco CA-50 - 20 mm - corte e dobra industrializado - somente material;01080200307OBR;960;Aco CA50 20 mm;KG;Aço e Acessórios; 3.860,00 ; 7,56 ; 29.176,66 ;Geral
OBR;Armadura em aco CA-50 - 20 mm - corte e dobra industrializado - somente material;01080200307OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 3.860,00 ; 0,80 ; 3.094,43 ;Geral
OBR;Armadura em aco CA-50 - 25 mm - corte e dobra industrializado - somente material;01080200308OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios; 3.498,00 ; 7,62 ; 26.672,11 ;Geral
OBR;Armadura em aco CA-50 - 25 mm - corte e dobra industrializado - somente material;01080200308OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 3.498,00 ; 0,80 ; 2.804,22 ;Geral
OBR;Arame recozido - 18 BWG;01080200309OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 427,86 ; 15,08 ; 6.453,93 ;Geral
OBR;Armadura em aco CA-60 - 5 mm - corte e dobra industrializado - somente material;01090100101OBR;972;Aco CA60 5 mm;KG;Aço e Acessórios; 5.978,00 ; 7,43 ; 44.410,56 ;Geral
OBR;Armadura em aco CA-60 - 5 mm - corte e dobra industrializado - somente material;01090100101OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 5.978,00 ; 0,80 ; 4.792,35 ;Geral
OBR;Armadura em aco CA-50 - 6.3 mm - corte e dobra industrializado - somente material;01090100102OBR;962;Aco CA50 6,3 mm;KG;Aço e Acessórios; 10.476,00 ; 6,79 ; 71.079,66 ;Geral
OBR;Armadura em aco CA-50 - 6.3 mm - corte e dobra industrializado - somente material;01090100102OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 10.476,00 ; 0,80 ; 8.398,24 ;Geral
OBR;Armadura em aco CA-50 - 8 mm - corte e dobra industrializado - somente material;01090100103OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 13.864,00 ; 0,80 ; 11.114,28 ;Geral
OBR;Armadura em aco CA-50 - 8 mm - corte e dobra industrializado - somente material;01090100103OBR;963;Aco CA50 8 mm;KG;Aço e Acessórios; 13.864,00 ; 6,88 ; 95.342,73 ;Geral
OBR;Armadura em aco CA-50 - 10 mm - corte e dobra industrializado - somente material;01090100104OBR;957;Aco CA50 10 mm;KG;Aço e Acessórios; 16.537,00 ; 6,67 ; 110.301,79 ;Geral
OBR;Armadura em aco CA-50 - 10 mm - corte e dobra industrializado - somente material;01090100104OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 16.537,00 ; 0,80 ; 13.257,13 ;Geral
OBR;Armadura em aco CA-50 - 12.5 mm - corte e dobra industrializado - somente material;01090100105OBR;958;Aco CA50 12,5 mm;KG;Aço e Acessórios; 17.152,00 ; 6,84 ; 117.380,31 ;Geral
OBR;Armadura em aco CA-50 - 12.5 mm - corte e dobra industrializado - somente material;01090100105OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 17.152,00 ; 0,80 ; 13.750,16 ;Geral
OBR;Armadura em aco CA-50 - 16 mm - corte e dobra industrializado - somente material;01090100106OBR;959;Aco CA50 16 mm;KG;Aço e Acessórios; 10.820,00 ; 6,96 ; 75.303,79 ;Geral
OBR;Armadura em aco CA-50 - 16 mm - corte e dobra industrializado - somente material;01090100106OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 10.820,00 ; 0,80 ; 8.674,02 ;Geral
OBR;Armadura em aco CA-50 - 20 mm - corte e dobra industrializado - somente material;01090100107OBR;960;Aco CA50 20 mm;KG;Aço e Acessórios; 11.518,00 ; 7,56 ; 87.061,34 ;Geral
OBR;Armadura em aco CA-50 - 20 mm - corte e dobra industrializado - somente material;01090100107OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 11.518,00 ; 0,80 ; 9.233,58 ;Geral
OBR;Armadura em aco CA-50 - 25 mm - corte e dobra industrializado - somente material;01090100108OBR;961;Aco CA50 25 mm;KG;Aço e Acessórios; 11.536,00 ; 7,62 ; 87.961,54 ;Geral
OBR;Armadura em aco CA-50 - 25 mm - corte e dobra industrializado - somente material;01090100108OBR;1274;Servico de corte e dobra de aco industrializado;KG;Aço e Acessórios; 11.536,00 ; 0,80 ; 9.248,01 ;Geral
OBR;Arame recozido - 18 BWG;01090100201OBR;1881;Arame recozido 18 BWG;KG;Aço e Acessórios; 2.936,43 ; 15,08 ; 44.293,71 ;Geral
OBR;Concreto usinado - 30 MPa - brita 0 - slump 10+-2 - somente material;01090200101OBR;612;Concreto usinado Fck 30 MPa brita 0 slump 10+-2;M3;Concreto Usinado; 1.315,05 ; 440,93 ; 579.842,89 ;Geral
OBR;Bomba lanca - horario comercial - Curitiba;01090200102OBR;10302;Bomba lanca - comprimento 32 m;M3;Concreto Usinado; 801,50 ; 37,66 ; 30.185,76 ;Geral
OBR;Concreto usinado - Adicional metro cubico faltante;01090200105OBR;598;Concreto usinado Adicional metro cubico faltante;M3;Concreto Usinado; 42,00 ; 127,25 ; 5.344,40 ;Geral
OBR;Bomba lanca - Adicional de metro cubico faltante;01090200106OBR;10301;Bomba lanca - adicional metro cubico;M3;Concreto Usinado; 42,00 ; 40,25 ; 1.690,50 ;Geral
OBR;Forma para estrutura - laje macica - 5 reaproveitamentos - plastificada 17 mm - somente material;01090400101OBR;1878;Arame recozido 12 BWG;KG;Aço e Acessórios; 666,23 ; 14,76 ; 9.831,96 ;Geral
OBR;Forma para estrutura - laje macica - 5 reaproveitamentos - plastificada 17 mm - somente material;01090400101OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 532,98 ; 4,44 ; 2.367,06 ;Geral
OBR;Forma para estrutura - laje macica - 5 reaproveitamentos - plastificada 17 mm - somente material;01090400101OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 1.421,28 ; 13,85 ; 19.684,27 ;Geral
OBR;Forma para estrutura - laje macica - 5 reaproveitamentos - plastificada 17 mm - somente material;01090400101OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira; 453,03 ; 132,43 ; 59.995,41 ;Geral
OBR;Forma para estrutura - vigas e pilares - 5 aproveitamentos - plastificada 17 mm - somente material;01090400102OBR;1878;Arame recozido 12 BWG;KG;Aço e Acessórios; 770,03 ; 14,76 ; 11.363,81 ;Geral
OBR;Forma para estrutura - vigas e pilares - 5 aproveitamentos - plastificada 17 mm - somente material;01090400102OBR;2878;"Ripa de pinus 1"" x 3"" x 2,5 m";UN;Madeira; 7.392,24 ; 4,44 ; 32.830,31 ;Geral
OBR;Forma para estrutura - vigas e pilares - 5 aproveitamentos - plastificada 17 mm - somente material;01090400102OBR;2885;"Caibro pinus 3"" x 3"" 2,5 m";UN;Madeira; 5.420,98 ; 13,85 ; 75.078,78 ;Geral
OBR;Forma para estrutura - vigas e pilares - 5 aproveitamentos - plastificada 17 mm - somente material;01090400102OBR;2602;Madeirite chapa compensada plastificada 1,10 x 2,20 m 17 mm;UN;Madeira; 718,69 ; 132,43 ; 95.176,51 ;Geral
OBR;Alvenaria - e: 9 cm - bloco ceramico vedacao - Argamassa estabilizada;01100100101OBR;1895;Tela para amarracao aco galvanizado malha 15 x 15 mm - 7,5 x 50 cm;PCT;Aço e Acessórios; 5,50 ; 193,34 ; 1.063,37 ;Geral
OBR;Alvenaria - e: 14 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga- Argamassa estabilizada;01100100102OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 2,81 ; 38,17 ; 107,22 ;Geral
OBR;Alvenaria - e: 14 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga- Argamassa estabilizada;01100100102OBR;1892;Tela para amarracao aco galvanizado malha 15 x 15 mm - 12 x 50 cm;PCT;Aço e Acessórios; 1,76 ; 206,46 ; 363,62 ;Geral
OBR;Alvenaria - e: 19 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga - Argamassa estabilizada;01100100103OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 2,64 ; 38,17 ; 100,93 ;Geral
OBR;Alvenaria - e: 19 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga - Argamassa estabilizada;01100100103OBR;1892;Tela para amarracao aco galvanizado malha 15 x 15 mm - 12 x 50 cm;PCT;Aço e Acessórios; 2,24 ; 206,46 ; 462,07 ;Geral
OBR;Alvenaria - e: 9 cm - bloco ceramico vedacao - Argamassa estabilizada;01100100201OBR;1895;Tela para amarracao aco galvanizado malha 15 x 15 mm - 7,5 x 50 cm;PCT;Aço e Acessórios; 6,32 ; 193,34 ; 1.222,62 ;Geral
OBR;Alvenaria - e: 14 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga- Argamassa estabilizada;01100100202OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 7,10 ; 38,17 ; 271,00 ;Geral
OBR;Alvenaria - e: 14 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga- Argamassa estabilizada;01100100202OBR;1892;Tela para amarracao aco galvanizado malha 15 x 15 mm - 12 x 50 cm;PCT;Aço e Acessórios; 4,45 ; 206,46 ; 919,06 ;Geral
OBR;Alvenaria - e: 19 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga - Argamassa estabilizada;01100100203OBR;970;Barra de aco CA50 8 mm barra 12 m;BAR;Aço e Acessórios; 21,17 ; 38,17 ; 807,84 ;Geral
OBR;Alvenaria - e: 19 cm - bloco ceramico vedacao com canaletas estruturais para execução de verga - Argamassa estabilizada;01100100203OBR;1892;Tela para amarracao aco galvanizado malha 15 x 15 mm - 12 x 50 cm;PCT;Aço e Acessórios; 17,91 ; 206,46 ; 3.698,60 ;Geral
OBR;Alvenaria - e: 9 cm - bloco ceramico vedacao - Argamassa estabilizada;01100100301OBR;1895;Tela para amarracao aco galvanizado malha 15 x 15 mm - 7,5 x 50 cm;PCT;Aço e Acessórios; 8,83 ; 193,34 ; 1.707,42 ;Geral
